Component Area,Indicator,Year,County/Region,Numerator,Numerator Label,Rate,Measure Unit,Direction ,Source,
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any opioid overdose, crude rate per 100,000 population - Aged 45-64 years",2022,Bronx,"1,062",Emergency Department Visits,318.3,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any opioid overdose, crude rate per 100,000 population - Aged 45-64 years",2022,New York,807,Emergency Department Visits,212.3,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any opioid overdose, crude rate per 100,000 population - Aged 45-64 years",2022,Queens,383,Emergency Department Visits,62.5,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any opioid overdose, age-adjusted rate per 100,000 population",2022,NEW YORK CITY,"6,777",Emergency Department Visits,73.4,Age-adjusted ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any opioid overdose, age-adjusted rate per 100,000 population",2022,Bronx,"2,046",Emergency Department Visits,138.7,Age-adjusted ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any opioid overdose, age-adjusted rate per 100,000 population",2022,New York,"1,688",Emergency Department Visits,93.5,Age-adjusted ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving any opioid overdose, age-adjusted rate per 100,000 population",2022,Queens,"1,012",Emergency Department Visits,40.5,Age-adjusted ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving heroin overdose, crude rate per 100,000 population",2022,NEW YORK CITY,"2,881",Emergency Department Visits,34.6,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving heroin overdose, crude rate per 100,000 population",2022,Bronx,865,Emergency Department Visits,62.6,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving heroin overdose, crude rate per 100,000 population",2022,New York,712,Emergency Department Visits,44.7,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving heroin overdose, crude rate per 100,000 population",2022,Queens,406,Emergency Department Visits,17.8,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving heroin overdose, crude rate per 100,000 population - Aged 18-24 years",2022,NEW YORK CITY,67,Emergency Department Visits,10,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving heroin overdose, crude rate per 100,000 population - Aged 18-24 years",2022,Bronx,15,Emergency Department Visits,11.7,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving heroin overdose, crude rate per 100,000 population - Aged 18-24 years",2022,New York,16,Emergency Department Visits,11.5,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving heroin overdose, crude rate per 100,000 population - Aged 18-24 years",2022,Queens,11,Emergency Department Visits,6.7,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving heroin overdose, crude rate per 100,000 population - Aged 25-44 years",2022,NEW YORK CITY,904,Emergency Department Visits,35.7,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving heroin overdose, crude rate per 100,000 population - Aged 25-44 years",2022,Bronx,215,Emergency Department Visits,56.2,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving heroin overdose, crude rate per 100,000 population - Aged 25-44 years",2022,New York,231,Emergency Department Visits,41.3,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving heroin overdose, crude rate per 100,000 population - Aged 25-44 years",2022,Queens,160,Emergency Department Visits,24.7,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving heroin overdose, age-adjusted rate per 100,000 population",2022,NEW YORK CITY,"2,881",Emergency Department Visits,30.9,Age-adjusted ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving heroin overdose, age-adjusted rate per 100,000 population",2022,Bronx,865,Emergency Department Visits,58.5,Age-adjusted ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving heroin overdose, age-adjusted rate per 100,000 population",2022,New York,712,Emergency Department Visits,39.4,Age-adjusted ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving heroin overdose, age-adjusted rate per 100,000 population",2022,Queens,406,Emergency Department Visits,15.8,Age-adjusted ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population",2022,NEW YORK CITY,"3,896",Emergency Department Visits,46.7,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population",2022,Bronx,"1,181",Emergency Department Visits,85.5,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population",2022,New York,976,Emergency Department Visits,61.2,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population",2022,Queens,606,Emergency Department Visits,26.6,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population - Aged 18-44 years",2022,NEW YORK CITY,"1,461",Emergency Department Visits,45.6,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population - Aged 18-44 years",2022,Bronx,342,Emergency Department Visits,66.9,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population - Aged 18-44 years",2022,New York,368,Emergency Department Visits,52.7,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population - Aged 18-44 years",2022,Queens,298,Emergency Department Visits,36.7,Crude ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), age-adjusted rate per 100,000 population",2022,NEW YORK CITY,"3,896",Emergency Department Visits,42.4,Age-adjusted ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), age-adjusted rate per 100,000 population",2022,Bronx,"1,181",Emergency Department Visits,80.2,Age-adjusted ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), age-adjusted rate per 100,000 population",2022,New York,976,Emergency Department Visits,54.1,Age-adjusted ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"All emergency department visits (including outpatients and admitted patients) involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), age-adjusted rate per 100,000 population",2022,Queens,606,Emergency Department Visits,24.5,Age-adjusted ED visit rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"ED visits (outpatients) and hospital discharges involving opioid abuse, dependence and unspecified use, crude rate per 100,000 population",2022,NEW YORK CITY,"15,054",Numerator,180.6,Crude rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"ED visits (outpatients) and hospital discharges involving opioid abuse, dependence and unspecified use, crude rate per 100,000 population",2022,Bronx,"4,723",Numerator,341.8,Crude rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"ED visits (outpatients) and hospital discharges involving opioid abuse, dependence and unspecified use, crude rate per 100,000 population",2022,New York,"3,773",Numerator,236.6,Crude rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Emergency Department Visits,"ED visits (outpatients) and hospital discharges involving opioid abuse, dependence and unspecified use, crude rate per 100,000 population",2022,Queens,"2,202",Numerator,96.6,Crude rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any drug overdose, crude rate per 100,000 population",2022,NEW YORK CITY,"6,662",Discharges,79.9,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any drug overdose, crude rate per 100,000 population",2022,Bronx,"2,032",Discharges,147.1,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any drug overdose, crude rate per 100,000 population",2022,New York,"1,481",Discharges,92.9,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any drug overdose, crude rate per 100,000 population",2022,Queens,"1,180",Discharges,51.8,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any drug overdose, crude rate per 100,000 population - Aged 18-44 years",2022,NEW YORK CITY,"2,139",Discharges,66.8,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any drug overdose, crude rate per 100,000 population - Aged 18-44 years",2022,Bronx,548,Discharges,107.2,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any drug overdose, crude rate per 100,000 population - Aged 18-44 years",2022,New York,476,Discharges,68.1,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any drug overdose, crude rate per 100,000 population - Aged 18-44 years",2022,Queens,484,Discharges,59.6,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any drug overdose, crude rate per 100,000 population - Aged 45-64 years",2022,NEW YORK CITY,"2,777",Discharges,135.1,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any drug overdose, crude rate per 100,000 population - Aged 45-64 years",2022,Bronx,"1,021",Discharges,306,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any drug overdose, crude rate per 100,000 population - Aged 45-64 years",2022,New York,616,Discharges,162,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any drug overdose, crude rate per 100,000 population - Aged 45-64 years",2022,Queens,350,Discharges,57.1,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any drug overdose, age-adjusted rate per 100,000 population",2022,NEW YORK CITY,"6,662",Discharges,74.1,Age-adjusted hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any drug overdose, age-adjusted rate per 100,000 population",2022,Bronx,"2,032",Discharges,139.2,Age-adjusted hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any drug overdose, age-adjusted rate per 100,000 population",2022,New York,"1,481",Discharges,84.2,Age-adjusted hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any drug overdose, age-adjusted rate per 100,000 population",2022,Queens,"1,180",Discharges,49,Age-adjusted hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any opioid overdose, crude rate per 100,000 population",2022,NEW YORK CITY,"2,009",Discharges,24.1,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any opioid overdose, crude rate per 100,000 population",2022,Bronx,701,Discharges,50.7,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any opioid overdose, crude rate per 100,000 population",2022,New York,453,Discharges,28.4,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any opioid overdose, crude rate per 100,000 population",2022,Queens,307,Discharges,13.5,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any opioid overdose, crude rate per 100,000 population - Aged 18-44 years",2022,NEW YORK CITY,541,Discharges,16.9,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any opioid overdose, crude rate per 100,000 population - Aged 18-44 years",2022,Bronx,159,Discharges,31.1,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any opioid overdose, crude rate per 100,000 population - Aged 18-44 years",2022,New York,119,Discharges,17,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any opioid overdose, crude rate per 100,000 population - Aged 18-44 years",2022,Queens,120,Discharges,14.8,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any opioid overdose, crude rate per 100,000 population - Aged 45-64 years",2022,NEW YORK CITY,"1,006",Discharges,49,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any opioid overdose, crude rate per 100,000 population - Aged 45-64 years",2022,Bronx,392,Discharges,117.5,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any opioid overdose, crude rate per 100,000 population - Aged 45-64 years",2022,New York,233,Discharges,61.3,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any opioid overdose, crude rate per 100,000 population - Aged 45-64 years",2022,Queens,110,Discharges,18,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any opioid overdose, age-adjusted rate per 100,000 population",2022,NEW YORK CITY,"2,009",Discharges,21.3,Age-adjusted hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any opioid overdose, age-adjusted rate per 100,000 population",2022,Bronx,701,Discharges,47,Age-adjusted hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any opioid overdose, age-adjusted rate per 100,000 population",2022,New York,453,Discharges,24.4,Age-adjusted hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving any opioid overdose, age-adjusted rate per 100,000 population",2022,Queens,307,Discharges,12,Age-adjusted hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving heroin overdose, crude rate per 100,000 population",2022,NEW YORK CITY,663,Discharges,8,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving heroin overdose, crude rate per 100,000 population",2022,Bronx,219,Discharges,15.8,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving heroin overdose, crude rate per 100,000 population",2022,New York,157,Discharges,9.8,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving heroin overdose, crude rate per 100,000 population",2022,Queens,88,Discharges,3.9,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving heroin overdose, crude rate per 100,000 population - Aged 18-64 years",2022,NEW YORK CITY,540,Discharges,10.3,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving heroin overdose, crude rate per 100,000 population - Aged 18-64 years",2022,Bronx,178,Discharges,21.1,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving heroin overdose, crude rate per 100,000 population - Aged 18-64 years",2022,New York,132,Discharges,12.2,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving heroin overdose, crude rate per 100,000 population - Aged 18-64 years",2022,Queens,74,Discharges,5.2,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving heroin overdose, age-adjusted rate per 100,000 population",2022,NEW YORK CITY,663,Discharges,6.8,Age-adjusted hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving heroin overdose, age-adjusted rate per 100,000 population",2022,Bronx,219,Discharges,14.8,Age-adjusted hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving heroin overdose, age-adjusted rate per 100,000 population",2022,New York,157,Discharges,8.5,Age-adjusted hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving heroin overdose, age-adjusted rate per 100,000 population",2022,Queens,88,Discharges,3.4,Age-adjusted hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population",2022,NEW YORK CITY,"1,346",Discharges,16.1,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population",2022,Bronx,482,Discharges,34.9,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population",2022,New York,296,Discharges,18.6,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population",2022,Queens,219,Discharges,9.6,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population - Aged 18-44 years",2022,NEW YORK CITY,369,Discharges,11.5,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population - Aged 18-44 years",2022,Bronx,110,Discharges,21.5,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population - Aged 18-44 years",2022,New York,78,Discharges,11.2,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population - Aged 18-44 years",2022,Queens,86,Discharges,10.6,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population - Aged 45-64 years",2022,NEW YORK CITY,638,Discharges,31,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population - Aged 45-64 years",2022,Bronx,263,Discharges,78.8,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population - Aged 45-64 years",2022,New York,142,Discharges,37.3,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), crude rate per 100,000 population - Aged 45-64 years",2022,Queens,70,Discharges,11.4,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), age-adjusted rate per 100,000 population",2022,NEW YORK CITY,"1,346",Discharges,14.4,Age-adjusted hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), age-adjusted rate per 100,000 population",2022,Bronx,482,Discharges,32.3,Age-adjusted hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), age-adjusted rate per 100,000 population",2022,New York,296,Discharges,15.9,Age-adjusted hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving opioid overdose excluding heroin (incl. illicitly produced opioids such as fentanyl), age-adjusted rate per 100,000 population",2022,Queens,219,Discharges,8.6,Age-adjusted hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Newborns with neonatal withdrawal symptoms and/or affected by maternal use of opioid or other substance (any diagnosis), crude rate per 1,000 newborn discharges",2022,NEW YORK CITY,166,Neonatal withdrawal symptoms and/or affected by maternal use of opioid or other substance,1.8,Crude rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Newborns with neonatal withdrawal symptoms and/or affected by maternal use of opioid or other substance (any diagnosis), crude rate per 1,000 newborn discharges",2022,Bronx,59,Neonatal withdrawal symptoms and/or affected by maternal use of opioid or other substance,3.6,Crude rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Newborns with neonatal withdrawal symptoms and/or affected by maternal use of opioid or other substance (any diagnosis), crude rate per 1,000 newborn discharges",2022,New York,30,Neonatal withdrawal symptoms and/or affected by maternal use of opioid or other substance,2.2,Crude rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Newborns with neonatal withdrawal symptoms and/or affected by maternal use of opioid or other substance (any diagnosis), crude rate per 1,000 newborn discharges",2022,Queens,27,Neonatal withdrawal symptoms and/or affected by maternal use of opioid or other substance,1.2,Crude rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving opioid use (including abuse, poisoning, dependence and unspecified use), crude rate per 100,000 population",2022,NEW YORK CITY,"6,156",Discharges,73.9,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving opioid use (including abuse, poisoning, dependence and unspecified use), crude rate per 100,000 population",2022,Bronx,"2,562",Discharges,185.4,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving opioid use (including abuse, poisoning, dependence and unspecified use), crude rate per 100,000 population",2022,New York,"1,336",Discharges,83.8,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Hospital Discharges,"Hospital discharges involving opioid use (including abuse, poisoning, dependence and unspecified use), crude rate per 100,000 population",2022,Queens,968,Discharges,42.5,Crude hospital discharge rate,Lower rates/percentages are more desirable,SPARCS Data as of July 2024, 
Substance Use Disorder Treatment,"Unique individuals enrolled in OASAS-certified substance use disorder treatment programs who reported heroin as a primary substance, crude rate per 100,000 population - Aged 12+ years",2023,NEW YORK CITY,"31,607",Unique individuals enrolled,440.8,Crude rate,Lower rates/percentages are more desirable,OASAS Data as of October 2024, 
Substance Use Disorder Treatment,"Unique individuals enrolled in OASAS-certified substance use disorder treatment programs who reported heroin as a primary substance, crude rate per 100,000 population - Aged 12+ years",2023,Bronx,"11,632",Unique individuals enrolled,1017.2,Crude rate,Lower rates/percentages are more desirable,OASAS Data as of October 2024, 
Substance Use Disorder Treatment,"Unique individuals enrolled in OASAS-certified substance use disorder treatment programs who reported heroin as a primary substance, crude rate per 100,000 population - Aged 12+ years",2023,New York,"6,583",Unique individuals enrolled,453.2,Crude rate,Lower rates/percentages are more desirable,OASAS Data as of October 2024, 
Substance Use Disorder Treatment,"Unique individuals enrolled in OASAS-certified substance use disorder treatment programs who reported heroin as a primary substance, crude rate per 100,000 population - Aged 12+ years",2023,Queens,"3,959",Unique individuals enrolled,201.5,Crude rate,Lower rates/percentages are more desirable,OASAS Data as of October 2024, 
Substance Use Disorder Treatment,"Unique individuals enrolled in OASAS-certified substance use disorder treatment programs who reported any opioid (incl. heroin) as a primary substance, crude rate per 100,000 population - Aged 12+ years",2023,NEW YORK CITY,"34,260",Unique individuals enrolled,477.9,Crude rate,Lower rates/percentages are more desirable,OASAS Data as of October 2024, 
